BusStopCode,RoadName,Description,Latitude,Longitude,BusServicesList,NumBusServices
25561,Tuas Sth Ave 5,Aft Tuas Cres,1.31836,103.637711,['247'],1
25569,Tuas Sth Ave 5,Bef Tuas Cres,1.318191,103.637247,['247'],1
25571,Tuas Sth Ave 5,OPP WEST STAR,1.315444,103.635242,['247'],1
25579,Tuas Sth Ave 5,WEST STAR,1.315542,103.634947,['247'],1
25589,Tuas Ave 8,CROWN EQUIPMENT,1.328334,103.648426,['247'],1
25591,Tuas Sth Ave 4,OPP WYETH PHARMACEUTICALS,1.310246,103.63509,['247'],1
25599,Tuas Sth Ave 4,WYETH PHARMACEUTICALS,1.30943,103.635806,['247'],1
25601,Tuas Sth Ave 7,PFIZER GLOBAL,1.301632,103.634717,['247'],1
25609,Tuas Sth Ave 7,MERCK SHARP & DOHME,1.301942,103.634519,['247'],1
25611,Tuas Sth Ave 7,OPP WESTLINK TWO,1.297703,103.633033,['247'],1
25621,Tuas Sth Ave 7,STARBURST ENGRG,1.294382,103.631889,['247'],1
25631,Tuas Sth Ave 7,CONTAINER CONNECTIONS,1.290329,103.631397,['247'],1
25641,Tuas Sth Ave 9,OPP ROCHE S'PORE TECH,1.296157,103.638434,['247'],1
25651,Tuas Sth Ave 6,NOVARTIS,1.299345,103.63553,['247'],1
25661,Tuas Sth Ave 8,Bef Tuas Bay Lk,1.293361,103.639925,['247'],1
25669,Tuas Sth Ave 8,Aft Tuas Bay Lk,1.293396,103.639523,['247'],1
25671,Tuas Bay Link,BEF OFFSHORE MARINE CTR,1.294546,103.641614,['247'],1
25681,Pioneer Rd,BEF TUAS WEST AVE,1.332541,103.637033,"['248', '192', '248M']",3
25689,Pioneer Rd,AFT TUAS WEST AVE,1.332109,103.637126,"['248', '192', '248M']",3
25691,Tuas Ave 20,AFT TUAS WEST RD STN,1.328519,103.639669,"['254', '248', '248M']",3
25701,Tuas Sth Ave 5,GLAXOSMITHKLINE,1.295593,103.627651,"['248', '248M']",2
25709,Tuas Sth Ave 5,EDGEN MURRAY,1.295671,103.627284,"['248', '248M']",2
25711,Tuas Sth Ave 5,OPP THE INDEX,1.288627,103.625073,"['248', '248M']",2
25719,Tuas Sth Ave 5,THE INDEX,1.289014,103.624893,"['248', '248M']",2
25729,Tuas Sth Ave 10,ABBOTT,1.284932,103.628258,"['248', '248M']",2
25741,Tuas Sth Ave 12,HALLIBURTON,1.280501,103.62711,"['248', '248M']",2
25751,Tuas Sth Ave 5,BEF TUAS STH AVE 14,1.278059,103.621663,"['248', '248M']",2
25761,Tuas Sth Ave 14,OPP REC S'PORE,1.275062,103.624222,"['248', '248M']",2
25771,Tuas Sth Ave 14,AFT TUAS STH ST 7,1.274334,103.632329,"['248', '248M']",2
25781,Tuas Sth Ave 9,OPP SLS,1.276398,103.635811,"['248', '248M']",2
25791,Tuas Sth Ave 9,BEF TUAS STH AVE 10,1.28202,103.636126,"['248', '248M']",2
25801,Tuas Sth Ave 10,BEF TUAS STH AVE 7,1.28451,103.634186,"['248', '248M']",2
25811,Tuas Ave 12,Bef Tuas Ave 7,1.332261,103.643199,['192'],1
25819,Tuas Ave 12,Aft Tuas Ave 7,1.332495,103.64353,['192'],1
25821,Pioneer Rd,TUAS AMENITY CTR,1.317492,103.652589,['254'],1
26011,Tuas Cres,Bef Tuas Ave 11,1.319229656,103.6487671,['247'],1
26019,Tuas Cres,PROGRESS GALVANIZING,1.318612,103.648062,['247'],1
26021,Tuas Cres,Bef Tuas Ave 13,1.317261394,103.6469309,['247'],1
26029,Tuas Cres,CHIA HOCK TRADING CO,1.317805,103.647257,['247'],1
26031,Tuas Cres,Hiap Seng Engrg Ltd,1.315482572,103.6452468,['247'],1
26039,Tuas Cres,ASIA POLYURETHANE,1.316062,103.645623,['247'],1
26041,Tuas Cres,HIAP SENG ENGRG LTD,1.314711,103.643052,['247'],1
26049,Tuas Cres,Damen Shipyard,1.314865764,103.6427515,['247'],1
26051,Tuas Cres,BLASTING ABRASIVES,1.316385,103.641295,['247'],1
26059,Tuas Cres,PAXOCEAN,1.316727778,103.6408389,['247'],1
26061,Tuas Cres,B S DEVELOPMENT,1.318186,103.639406,['247'],1
26069,Tuas Cres,Aft Tuas Ave 16,1.318502778,103.6389756,['247'],1
26071,Tuas Cres,UNIFINE STAR PETROCHEM,1.320508,103.637024,"['248', '248M']",2
26079,Tuas Cres,Bef Tuas Loop,1.320606111,103.6367553,"['248', '248M']",2
26081,Tuas Cres,BEF TUAS AVE 18A,1.322491,103.634908,"['248', '248M']",2
26089,Tuas Cres,Bef Tuas Ave 20,1.322151716,103.6351002,"['248', '248M']",2
26091,Tuas Ave 20,ROTARY ENGRG,1.324656,103.636135,"['248', '248M']",2
26099,Tuas Ave 20,Bef Tuas Ave 13,1.324642494,103.6359969,"['248', '248M']",2
26101,Tuas Ave 20,BASF STH EAST ASIA,1.326868,103.638144,"['248', '248M']",2
26109,Tuas Ave 20,Bef Tuas Ave 11,1.327277428,103.6384905,"['248', '248M']",2
26111,Tuas Basin Link,Tru-Marine,1.314643056,103.6542583,['254'],1
26121,Tuas Basin Link,Bef Tuas Amenity Ctr,1.317368402,103.6513642,['254'],1
26131,Tuas Basin Link,Aft Tuas Cres,1.319022778,103.6497,['254'],1
26141,Tuas Ave 11,Mectron Engrg,1.326686247,103.6402559,['254'],1
26151,Tuas Ave 11,Tuas Lot,1.324529988,103.6425227,['254'],1
26161,Tuas Ave 11,3NC S'pore,1.322383257,103.6448005,['254'],1
26171,Tuas Ave 11,Richee Engrg,1.3201325,103.6471214,['254'],1
26201,Tuas West Dr,Opp MSD,1.326952915,103.6319295,"['193', '182M', '182A', '182']",4
26209,Tuas West Dr,MSD,1.32692,103.6317533,"['193', '182M', '182']",3
26211,Tuas Sth Ave 9,Framo S'pore Pte Ltd,1.290966108,103.6368387,"['182M', '247', '182']",3
26221,Tuas Sth Ave 9,Opp YLS Steel,1.293249778,103.6370023,"['182M', '247', '182']",3
26241,Tuas Sth Ave 3,Aft Tuas Sth Ave 2,1.320511398,103.6308499,"['182M', '182']",2
26249,Tuas Sth Ave 3,Bef Tuas Sth Ave 2,1.320473708,103.6312183,"['182M', '182A', '182']",3
26251,Tuas Sth Ave 3,Bef Tuas Sth Ave 2,1.317447843,103.6297268,"['182M', '182']",2
26259,Tuas Sth Ave 3,Aft Tuas Sth Ave 2,1.317516394,103.6301108,"['182M', '182A', '182']",3
26261,Tuas Sth Ave 3,Aft Tuas Sth Ave 4,1.314709069,103.6287122,"['182M', '182']",2
26269,Tuas Sth Ave 3,Bef Tuas Sth Ave 4,1.314358333,103.628955,"['182M', '182A', '182']",3
26279,Tuas Sth Ave 3,Aft Tuas Sth Ave 4,1.311334252,103.6278419,"['182M', '182']",2
26289,Tuas Sth Ave 3,Aft Tuas Sth St 2,1.308545754,103.6268207,"['182M', '182']",2
26299,Tuas Sth Ave 3,Bef Tuas Sth Ave 6,1.305109544,103.6255635,"['182M', '182']",2
26311,Tuas Sth Ave 5,Aft Tuas Sth Ave 6,1.302288265,103.6297812,"['182M', '182']",2
26321,Tuas Sth Ave 5,Bef Tuas Sth St 2,1.306039533,103.6311689,"['182M', '182']",2
26331,Tuas Sth Ave 5,Aft Tuas Sth St 2,1.308699576,103.6321343,"['182M', '182']",2
26349,Tuas Sth Ave 4,Tuas Technology Pk,1.311939692,103.6299385,"['182M', '182']",2
26369,Tuas Sth Ave 3,See Hup Seng,1.298469994,103.6230858,"['182M', '182']",2
26379,Tuas Sth Ave 3,Yong Nam,1.293873807,103.6219215,"['182M', '182']",2
26389,Tuas Sth Ave 3,Bef Tuas Sth Ave 5,1.290550809,103.6245338,"['182M', '182']",2
26399,Tuas Sth Ave 3,Aft Tuas View Cres,1.28949499,103.6274603,"['182M', '182']",2
26409,Tuas Sth Ave 3,Multico,1.289129093,103.6301987,"['182M', '182']",2
26419,Tuas Sth Ave 3,Aft Tuas View Circuit,1.288919373,103.6330196,"['182M', '247', '182']",3
26429,Tuas Sth Ave 3,Bef Tuas Sth Ave 9,1.2886975,103.6358691,"['182M', '247', '182']",3
26431,Tuas Sth Ave 8,Aft Tuas Sth Ave 9,1.29448159,103.6361912,"['182M', '182']",2
26441,Tuas Sth Ave 8,Bef Tuas Sth Ave 7,1.295689275,103.6329657,"['182M', '182']",2
26451,Tuas Sth Ave 8,Bef Tuas Sth Ave 5,1.296897702,103.6297779,"['182M', '182']",2
26461,Tuas Sth Ave 5,Aft Tuas Sth Ave 8,1.299464722,103.6287678,"['182M', '182']",2
27011,Nanyang Cres,Hall 11 Blk 55,1.355863346,103.6861094,['199'],1
27021,Nanyang Cres,Hall 15,1.353241389,103.6819292,['199'],1
27031,Nanyang Cres,Hall 12,1.351868157,103.6805175,['199'],1
27041,Nanyang Cres,NIE CP 7,1.350719362,103.6786425,['199'],1
27051,Nanyang Cres,NIE Lib,1.348453333,103.6766581,['199'],1
27061,Nanyang Dr,Sch of ADM,1.349847221,103.6838708,"['179', '179A']",2
27069,Nanyang Dr,Blk 41,1.350089722,103.6841844,['199'],1
27071,Nanyang Cres,Nanyang Cres Halls,1.355075335,103.6845277,['199'],1
27091,Jln Bahar,Opp Blk 271 CP,1.34911,103.703885,"['405', '199', '172', '974', '974A']",5
27099,Jln Bahar,Blk 271 CP,1.350236894,103.70361,"['974', '405', '199', '172']",4
27101,Jln Bahar,Opp Westwood Sec Sch,1.352594722,103.7011164,"['405', '199', '172', '974', '974A']",5
27109,Jln Bahar,Westwood Sec Sch,1.353094722,103.7008231,"['974', '405', '199', '172']",4
27121,Jln Bahar,Bef Nanyang Ave,1.356823056,103.6952128,"['405', '199', '172']",3
27129,Jln Bahar,Opp Nanyang Ave,1.357332172,103.6951604,"['405', '199', '172']",3
27131,Jurong West St 91,Blk 932,1.34194,103.6885297,"['241', '99', '241A']",3
27139,Jurong West St 91,Blk 934,1.342027461,103.6889815,['99'],1
27141,Jurong West St 91,Blk 920,1.339675467,103.6877997,"['241', '99', '241A']",3
27149,Jurong West St 91,Juying Pr Sch,1.339065251,103.688758,['99'],1
27159,Jurong West St 92,Blk 924,1.340337778,103.6900514,"['241', '241A']",2
27169,Nanyang Ave,Bef Jln Bahar,1.356931032,103.6942446,['199'],1
27171,Nanyang Ave,Bef Lor Danau,1.356045651,103.6916825,['199'],1
27179,Nanyang Ave,Aft Lor Danau,1.356184182,103.6917826,['199'],1
27181,Nanyang Ave,PUB Sub-Stn,1.355875888,103.6890362,['199'],1
27189,Nanyang Ave,Opp PUB Sub-Stn,1.356072042,103.6890392,['199'],1
27199,Nanyang Ave,Hall 11,1.354342168,103.6868575,['199'],1
27209,Nanyang Ave,Halls 8 & 9,1.351507017,103.6856923,['199'],1
27211,Nanyang Dr,Lee Wee Nam Lib,1.347931407,103.6805007,"['179', '179A']",2
27219,Nanyang Dr,NIE Blk 2,1.347932695,103.6802524,['199'],1
27221,Nanyang Dr,Sch Of CEE,1.346231517,103.6785176,"['179', '179A']",2
27231,Nanyang Dr,Wee Kim Wee Sch of C&I,1.342079724,103.6792227,"['179', '179A']",2
27241,Nanyang Dr,SPMS,1.339987266,103.6808938,"['179', '179A']",2
27251,Nanyang Dr,Academic Bldg Sth,1.341151,103.683656,"['179', '179A']",2
27261,Nanyang Dr,Hall 4,1.343320114,103.6863209,"['179', '179A']",2
27271,Jurong West St 91,Blk 962,1.34199989,103.6913205,"['241', '99', '241A']",3
27279,Jurong West St 91,Blk 953,1.34210239,103.6911929,"['241', '99', '241A']",3
27281,Lien Ying Chow Dr,Hall 1,1.345655,103.6878056,"['179', '179A']",2
27291,Lien Ying Chow Dr,Opp Hall 6,1.347722674,103.6864993,"['179', '179A']",2
27301,Pioneer Rd Nth,Blk 978,1.34045285,103.6943978,"['179', '241', '502', '502A', '185', '243W']",6
27309,Pioneer Rd Nth,Blk 705,1.341070469,103.6942654,"['241', '502', '243G', '241A', '185', '179']",6
27311,Lien Ying Chow Dr,Hall 2,1.349022111,103.6853929,"['179', '179A']",2
27321,Pioneer Rd Nth,Blk 949,1.344039444,103.6917308,['179'],1
27329,Pioneer Rd Nth,Blk 840,1.3440425,103.691865,['179'],1
27331,Jurong West St 72,West Grove Pr Sch,1.345373056,103.6994114,"['99', '242']",2
27341,Jurong West St 72,Blk 729,1.346637034,103.6977882,"['99', '242']",2
27349,Jurong West St 72,Blk 745,1.346808056,103.6978181,['99'],1
27351,Jurong West Ave 5,Blk 715,1.34423201,103.6961317,"['185', '502', '99', '242']",4
27359,Jurong West Ave 5,Blk 817,1.34441435,103.6960137,"['185', '99', '502', '502A']",4
27361,Jurong West Ave 5,Blk 710,1.342944904,103.6945224,"['185', '502', '243G', '99']",4
27369,Jurong West Ave 5,Blk 834,1.342853733,103.694104,"['243W', '99', '502A', '185', '502']",5
27371,Jurong West St 75,Opp Blk 755,1.347513843,103.7009944,"['181M', '243G', '181', '258', '502']",5
27379,Jurong West St 75,Blk 755,1.348050421,103.7008739,"['243W', '181M', '502A', '181', '258', '502']",6
27381,Jurong West St 75,Blk 749,1.348143,103.698209,"['651', '181M', '243G', '181', '258', '502']",6
27389,Jurong West St 75,Gek Poh Shop Ctr,1.348451809,103.6981044,"['243W', '651', '181M', '502A', '181', '258', '502']",7
27391,Jurong West St 82,Blk 857,1.348427066,103.696312,"['258', '651', '243G']",3
27399,Jurong West St 82,Bet Blks 859/860,1.348664698,103.6964037,"['258', '651', '243W']",3
27401,Jurong West St 81,Opp Blk 821,1.347366006,103.694138,"['258', '651', '243W']",3
27409,Jurong West St 81,Blk 821,1.34719,103.6941675,"['258', '651', '243G']",3
27411,Jurong West St 81,Blk 844A CP,1.345908333,103.6927375,"['258', '651', '243W']",3
27419,Jurong West St 81,Blk 827,1.345754722,103.69282,"['258', '651', '243G']",3
27421,Jurong West St 71,Blk 701,1.342834167,103.6953636,"['258', '651']",2
27429,Jurong West St 71,Blk 711,1.342865,103.6955581,"['258', '651', '242']",3
27431,Jurong West Ave 5,Blk 762,1.349465273,103.6973463,"['185', '181', '181M']",3
27439,Jurong West Ave 5,Blk 861,1.349410778,103.6971171,"['185', '181', '181M']",3
27441,Jurong West Ave 5,Bet Blks 757/758,1.350328688,103.7007933,"['185', '181', '181M', '651']",4
27449,Jurong West Ave 5,Aft Westwood Ave,1.350532425,103.701079,"['185', '181', '181M', '651']",4
27451,Jurong West Ave 3,Bet Blks 272D/271A,1.351286137,103.7041506,"['185', '181', '181M', '651']",4
27459,Jurong West Ave 3,Blk 273B,1.3514507,103.7039904,"['185', '181', '181M', '651']",4
27461,Jurong West Ave 3,Opp Blk 276B,1.352933058,103.7051286,"['185', '181', '651']",3
27469,Jurong West Ave 3,Blk 276B,1.353071922,103.7048671,"['185', '181', '181M', '651']",4
27471,Jurong West St 23,Corporation Pr Sch,1.352166558,103.7078248,['185'],1
27479,Jurong West St 23,Opp Corporation Pr Sch,1.351892343,103.7081826,"['185', '181M']",2
27501,Jurong West St 93,NTUC HEALTH NURSING HME,1.340971167,103.6916711,['99'],1
27509,Jurong West St 93,Bef Yunnan Cres,1.340436472,103.6913582,['99'],1
27511,Jurong West St 93,Blk 974,1.339252023,103.6931057,['99'],1
27519,Jurong West St 93,Opp Blk 974,1.340042855,103.692924,['99'],1
27521,Jurong West St 93,Blk 986 CP,1.336808966,103.6940617,['99'],1
27529,Jurong West St 93,Opp Blk 987A,1.336298048,103.694063,['99'],1
27531,Jurong West St 91,Blk 918,1.340527952,103.686973,"['241', '99', '241A']",3
27539,Jurong West St 91,BEF XINGNAN PR SCH,1.340716145,103.6868923,['99'],1
28009,Jurong Gateway Rd,Jurong East Int,1.33235,103.740664,"['333', '506', '334', '105', '41', '197', '52', '993', '51', '183B', '97e', '66', '105B', '98M', '97', '143M', '98', '49', '335', '51A', '183', '143']",22
28011,C'wealth Ave West,BEF TOH TUCK AVE,1.324258056,103.7591472,"['188', '963', '183', '105', '52', '99', '173', '106']",8
28019,C'wealth Ave West,Aft Toh Tuck Ave,1.324927205,103.7589433,"['188', '963', '106A', '183', '105', '105B', '52', '99', '173', '106']",10
28021,Boon Lay Way,OPP 8 @TRADEHUB 21,1.326158084,103.7554502,"['105', '99', '188', '52']",4
28029,Boon Lay Way,8 @ TRADEHUB 21,1.326889982,103.7543603,"['188', '105', '105B', '52', '99']",5
28031,Boon Lay Way,Bef The Synergy,1.327901,103.751015,"['105', '99', '188', '52']",4
28039,Boon Lay Way,Aft Boon Lay Sub Stn,1.328075,103.7514083,"['188', '105', '105B', '52', '99']",5
28041,Boon Lay Way,The Synergy,1.3300835,103.7482837,"['188', '105', '52', '99', '502']",5
28049,Boon Lay Way,Opp The Synergy,1.330699213,103.7481034,"['188', '105', '105B', '52', '99', '502']",6
28051,Boon Lay Way,Opp Ng Teng Fong Gen Hosp,1.332289997,103.74574,"['49', '99', '333', '990']",4
28059,Boon Lay Way,Ng Teng Fong General Hosp,1.332606389,103.7458072,"['49', '99', '333', '990']",4
28061,Boon Lay Way,J Gateway,1.335963908,103.7425481,"['98', '99', '990', '49', '98M']",5
28069,Boon Lay Way,Blk 203,1.336442401,103.7425574,"['49', '99']",2
28071,Boon Lay Way,Blk 105,1.337650353,103.7390424,"['506', '334', '160A', '99', '993', '160']",6
28079,Boon Lay Way,Blk 210,1.338399066,103.7386009,"['506', '334', '99', '993', '160']",5
28081,Boon Lay Way,Blk 112,1.339508308,103.7366476,"['506', '334', '160A', '99', '993', '160']",6
28089,Boon Lay Way,Bef Yuhua CC,1.340163586,103.7363464,"['506', '334', '99', '993', '160']",5
28091,Boon Lay Way,Lakeside Stn,1.344257956,103.7201249,"['98', '187', '98A', '180', '246', '240M', '154', '98M', '154A', '98B', '49', '240', '240A']",13
28099,Boon Lay Way,Opp Lakeside Stn,1.344324,103.719266,"['98', '187', '180', '246', '154B', '240M', '154', '98M', '180A', '49', '240']",11
28101,Toh Tuck Ave,Opp SMRT Ulu Pandan Depot,1.333124368,103.7590562,"['106', '41', '963', '173']",4
28109,Toh Tuck Ave,SMRT Ulu Pandan Depot,1.333273442,103.7593318,"['963', '106A', '41', '173', '106']",5
28181,Toh Tuck Ave,Bef Toh Tuck Lk,1.329966425,103.758198,"['106', '963', '183', '173']",4
28189,Toh Tuck Ave,Aft Toh Tuck Lk,1.329921247,103.758506,"['183B', '963', '106A', '183', '173', '106']",6
28199,Jurong Gateway Rd,Opposite JEM,1.332679,103.743839,['333'],1
28201,Jurong Gateway Rd,Opp The JTC Summit,1.332057062,103.7418505,['990'],1
28211,Jurong Gateway Rd,Bef Jurong East Stn,1.334186773,103.7407068,"['143M', '335', '98', '990', '334', '183', '105', '41', '870', '52', '78', '98M', '79', '143', '51', '160']",16
28221,Jurong Town Hall Rd,Opp Intl Business Pk,1.32761805,103.7449417,"['143M', '178', '176', '197', '78', '198', '97', '79', '143', '51']",10
28229,Jurong Town Hall Rd,German Ctr,1.325366752,103.7459319,"['97e', '143M', '79T', '51A', '78A', '176', '197', '78', '868E', '198', '97', '79', '143', '51']",14
28231,Jurong Town Hall Rd,Jurong Town Hall,1.329862011,103.7424818,"['143M', '178', '176', '78', '198', '79', '143', '51']",8
28239,Jurong Town Hall Rd,Jurong Town Hall Int,1.330029,103.742845,"['97e', '143M', '79T', '51A', '178', '78A', '176', '197', '78', '198', '97', '79', '143', '51']",14
28241,Jurong Town Hall Rd,Opp Jurong East Lib,1.331758585,103.7395749,"['143M', '178', '176', '78', '198', '79', '143', '51']",8
28249,Jurong Town Hall Rd,Jurong East Lib,1.332605,103.739045,"['143M', '79T', '51A', '178', '78A', '176', '78', '198', '79', '143', '51']",11
28251,Jurong Town Hall Rd,S'pore Science Ctr,1.333828056,103.7369883,"['198', '66', '335', '178']",4
28259,Jurong Town Hall Rd,Opp S'pore Science Ctr,1.334154722,103.7369883,"['198', '66', '335', '178']",4
28261,Jurong Town Hall Rd,Aft S'pore Science Ctr,1.33614237,103.7348988,"['198', '66', '335', '178']",4
28269,Jurong Town Hall Rd,Blk 118,1.336532427,103.7349928,"['198', '66', '335', '178']",4
28271,Jurong Town Hall Rd,Opp Blk 114,1.338992597,103.7339058,"['198', '66', '335', '178']",4
28279,Jurong Town Hall Rd,Blk 114,1.339482955,103.7342365,"['198', '66', '335', '178']",4
28281,Jurong Town Hall Rd,Opp Blk 227,1.342060328,103.7353755,"['180', '66', '506', '334', '178', '160A', '993', '99', '180A', '198', '160']",11
28289,Jurong Town Hall Rd,Blk 228,1.342389722,103.7359889,"['180', '66', '506', '334', '178', '993', '99', '198', '160']",9
28291,Jurong Town Hall Rd,Blk 303,1.344460904,103.736383,"['157', '180', '66', '506', '178', '160A', '993', '180A', '185', '160']",10
28299,Jurong Town Hall Rd,Blk 253,1.344383231,103.7366703,"['157', '180', '66', '506', '178', '993', '185', '160']",8
28301,Jurong Gateway Rd,Blk 131,1.334738999,103.740303,"['143M', '335', '66', '79T', '51A', '78A', '78', '79', '143', '51']",10
28309,Jurong Town Hall Rd,Intl Business Pk,1.326286276,103.7457849,"['49', '178']",2
28311,Jurong East Ctrl,Blk 209,1.338252775,103.7410835,"['183B', '98', '183', '105', '41', '176', '105B', '52', '98M', '870']",10
28319,Jurong East Ctrl,Blk 207,1.338626239,103.7417331,"['98', '183', '105', '41', '176', '52', '98M', '870']",8
28321,Jurong East Ave 1,Blk 239,1.341271664,103.7409031,"['98', '187', '333', '98M', '502', '657']",6
28329,Jurong East Ave 1,Blk 246,1.341470923,103.7404357,"['98', '187', '333', '98M', '502', '657']",6
28331,Jurong East Ave 1,Blk 229,1.342043929,103.7380493,"['98', '187', '333', '98M', '502', '657']",6
28339,Jurong East Ave 1,Blk 252,1.342705106,103.7373752,"['98', '187', '333', '98M', '502', '657']",6
28341,Boon Lay Way,Chinese Gdn Stn,1.342470278,103.7327128,"['180', '335']",2
28349,Boon Lay Way,Opp Chinese Gdn Stn,1.342551137,103.7331851,"['180', '335', '180A']",3
28351,Boon Lay Way,Opp Blk 350,1.343615278,103.7310558,"['180', '335']",2
28359,Boon Lay Way,Blk 350,1.343887222,103.7311994,"['180', '335', '180A']",3
28361,Boon Lay Way,Jurong Lake,1.344188818,103.7274878,"['180', '335']",2
28369,Boon Lay Way,Opp Jurong Lake,1.344497222,103.7274714,"['180', '335', '180A']",3
28371,Boon Lay Way,Bef Jurong West St 51,1.344879722,103.7240919,"['180', '335']",2
28379,Boon Lay Way,Aft Jurong West St 51,1.345136399,103.7242613,"['180', '335', '180A']",3
28381,Jurong West St 51,Blk 515,1.346269671,103.721296,"['98', '335', '187', '98M', '49']",5
28389,Jurong West St 51,Opp Blk 515,1.3464621,103.7214723,"['98', '335', '187', '98B', '98M', '49']",6
28391,Jurong West St 51,Blk 501,1.349780932,103.7193717,"['49', '98', '187', '98M']",4
28399,Jurong West St 51,Blk 458,1.349749472,103.7196482,"['98', '187', '98B', '98M']",4
28401,Jurong West Ave 1,Blk 502,1.350654551,103.718614,"['157', '198', '334', '49', '99', '185', '502', '657']",8
28409,Jurong West Ave 1,Blk 454,1.350811494,103.7179377,"['157', '335', '502', '198', '99', '185', '198A', '657']",8
28411,Jurong West St 52,Blk 526,1.348054444,103.7176175,['335'],1
28421,Jurong West St 52,Blk 517,1.345915861,103.7193457,['335'],1
28431,Jurong East Ctrl,Blk 134,1.334496265,103.7388156,"['143M', '335', '66', '79T', '51A', '78A', '176', '78', '79', '143', '51']",11
28439,Jurong East Ctrl,Blk 124,1.33451434,103.738575,"['143M', '335', '66', '176', '78', '79', '143', '51']",8
28441,Jurong East Ctrl,Seventh-Day Advent Ch,1.335766389,103.7388492,"['183B', '506', '334', '183', '160A', '105', '41', '176', '105B', '52', '993', '49', '870', '160']",14
28449,Jurong East Ctrl,Bef Seventh-Day Advent Ch,1.336181667,103.739445,"['98', '990', '506', '334', '183', '105', '41', '176', '52', '993', '98M', '49', '870', '160']",14
28451,Jurong East Ave 1,Parc Oasis,1.343941891,103.73466,"['157', '187', '333', '98', '198', '334', '99', '98M', '185', '502', '657']",11
28459,Jurong East Ave 1,Opp Parc Oasis,1.344407729,103.7343153,"['157', '187', '333', '98', '502', '198', '334', '99', '98M', '185', '198A', '657']",12
28461,Jurong East Ave 1,Blk 347,1.345332403,103.7320538,"['157', '187', '333', '98', '198', '334', '99', '98M', '185', '502', '657']",11
28469,Jurong East Ave 1,Blk 316,1.346127173,103.7319331,"['157', '187', '98', '502', '198', '334', '99', '98M', '185', '198A', '657']",11
28471,Jurong East St 32,Opp Blk 311,1.348111456,103.7322464,['333'],1
28481,Jurong East St 32,Blk 306,1.346181391,103.7342159,['333'],1
28491,Jurong East Ave 1,Opp Jurong Polyclinic,1.349055961,103.7307863,"['157', '187', '98', '198', '334', '99', '98M', '185', '502', '657']",10
28499,Jurong East Ave 1,Jurong Polyclinic,1.349630441,103.730462,"['157', '187', '98', '502', '198', '334', '99', '98M', '185', '198A', '657']",11
28501,Jurong West Ave 1,Blk 490,1.349803284,103.7273777,"['157', '187', '98', '198', '334', '98B', '98M', '185', '99', '502', '657']",11
28509,Jurong West Ave 1,Blk 422,1.350034709,103.7265401,"['157', '187', '98', '502', '198', '334', '99', '98M', '185', '198A', '657']",11
28511,Jurong West Ave 1,Blk 463,1.350635965,103.7237236,"['157', '187', '98', '198', '334', '98B', '98M', '185', '99', '502', '657']",11
28519,Jurong West Ave 1,Blk 425,1.350584168,103.7245249,"['157', '187', '335', '98', '502', '198', '99', '98M', '185', '198A', '657']",11
28521,Jurong West Ave 1,Blk 457,1.350975481,103.7212004,"['157', '187', '98', '198', '334', '98B', '98M', '185', '99', '502', '657']",11
28529,Jurong West Ave 1,Blk 441,1.351179213,103.7206511,"['157', '187', '335', '98', '502', '198', '99', '98M', '185', '198A', '657']",11
28531,Jurong West Ave 1,Blk 536,1.350061155,103.7165294,"['157', '198', '99', '185', '502', '657']",6
28539,Jurong West Ave 1,Blk 538,1.349754774,103.7154239,"['157', '198A', '198', '99', '185', '502', '657']",7
28541,Jurong West St 42,Blk 551,1.352358056,103.71726,"['49', '334']",2
28551,Jurong West St 42,Blk 560A,1.353092019,103.71994,"['49', '334']",2
28561,Jurong West St 42,Blk 402,1.35318547,103.7223243,"['49', '334']",2
28571,Jurong West St 42,Blk 416,1.352420676,103.7254229,"['49', '334']",2
28581,Jurong West St 41,Blk 491,1.34925114,103.7257056,"['49', '335']",2
28591,Jurong West St 41,Opp Blk 481,1.346456389,103.7253825,"['49', '335']",2
28601,Jurong West St 41,Yuhua Sec Sch,1.347337447,103.7231677,"['49', '335']",2
28611,Jurong West St 41,Opp Blk 461,1.349277923,103.7210677,"['49', '335']",2
28621,Jurong East Ctrl,Blk 241,1.342172,103.744076,"['188', '187', '176', '990', '870']",5
28629,Jurong East Ctrl,Blk 266,1.342682,103.744754,"['188', '187', '188e', '990', '176', '868E', '870']",7
28631,Toh Guan Rd,Opp Blk 288D,1.340531577,103.7441862,"['183B', '188', '333', '188e', '990', '183', '105', '41', '105B', '52', '868E', '502', '657']",13
28639,Toh Guan Rd,Blk 288E,1.340456498,103.74396,"['188', '333', '183', '105', '41', '52', '990', '502', '657']",9
28641,Toh Guan Rd,Blk 284,1.339178898,103.7461032,"['183B', '188', '333', '188e', '990', '183', '105', '41', '105B', '52', '868E', '502', '657']",13
28649,Toh Guan Rd,Blk 286A,1.339013034,103.7460344,"['188', '333', '183', '105', '41', '52', '990', '502', '657']",9
28651,Toh Guan Rd,Opp IMM Bldg,1.33515192,103.7479419,"['188', '333', '188e', '105', '105B', '52', '990', '502', '657']",9
28659,Toh Guan Rd,IMM Bldg,1.334461893,103.7476778,"['188', '333', '105', '52', '990', '502', '657']",7
28661,Toh Guan Rd East,Opp Jurong East Warehse,1.336655228,103.74952,"['183B', '41', '183']",3
